gemeente,plaats,lat,lng
Aa en Hunze,Aa en Hunze,53.00479338,6.76022075
Aalsmeer,Aalsmeer,52.26706291,4.75031522
Aalten,Aalten,51.92598703,6.5826625
Achtkarspelen,Achtkarspelen,53.25549633,6.14316759
Alblasserdam,Alblasserdam,51.86160378,4.65801057
Albrandswaard,Albrandswaard,51.86088914,4.39400437
Alkmaar,Alkmaar,52.63536462,4.7461302
Almelo,Almelo,52.35722017,6.65928678
Almere,Almere,52.37170651,5.22161002
Alphen aan den Rijn,Alphen aan den Rijn,52.12928954,4.65951485
Alphen-Chaam,Alphen-Chaam,51.48298782,4.95473616
Altena,Altena,51.77085134,4.93960317
Ameland,Ameland,53.44149463,5.68754272
Amersfoort,Amersfoort,,
Amstelveen,Amstelveen,52.30205442,4.84374245
Amsterdam,Amsterdam,52.3676456,4.90016554
Apeldoorn,Apeldoorn,52.21575579,5.96394125
Arnhem,Arnhem,51.97934657,5.91104524
Assen,Assen,52.99463641,6.56506716
Asten,Asten,51.40386808,5.74523324
Baarle-Nassau,Baarle-Nassau,51.44339018,4.93058736
Baarn,Baarn,52.21102943,5.29166401
Barendrecht,Barendrecht,51.85674328,4.53925766
Barneveld,Barneveld,52.13977826,5.58637753
Beek,Beek,50.93910295,5.79449594
Beekdaelen,Beekdaelen,50.91890624,5.88705686
Beesel,Beesel,51.28376916,6.07738437
Berg en Dal,Berg en Dal,51.77747612,5.93240188
Bergeijk,Bergeijk,51.32042793,5.35767627
Bergen (L),Bergen (L),51.60306992,6.0494255
Bergen NH,Bergen NH,52.6442142,4.72537622
Bergen op Zoom,Bergen op Zoom,51.49157182,4.29261409
Berkelland,Berkelland,52.11646078,6.52683267
Bernheze,Bernheze,51.7346165,5.52719554
Best,Best,51.51150254,5.39633722
Beuningen,Beuningen,51.86360376,5.78034656
Beverwijk,Beverwijk,52.47826408,4.65475072
Bladel,Bladel,51.36654879,5.21482905
Blaricum,Blaricum,52.27105385,5.24995677
Bloemendaal,Bloemendaal,52.39662057,4.61258065
Bodegraven-Reeuwijk,Bodegraven-Reeuwijk,52.08623678,4.7480805
Boekel,Boekel,51.60328535,5.67319334
Borger-Odoorn,Borger-Odoorn,52.8828537,6.86387205
Borne,Borne,52.29997098,6.75726881
Borsele,Borsele,51.47216635,3.8211727
Boxtel,Boxtel,51.588203,5.3278092
Breda,Breda,51.58741957,4.78310951
Bronckhorst,Bronckhorst,52.04521995,6.30364694
Brummen,Brummen,52.08823324,6.14700284
Brunssum,Brunssum,50.94389074,5.97083802
Bunnik,Bunnik,52.05524255,5.22607807
Bunschoten,Bunschoten,52.24326158,5.37398264
Buren,Buren,51.95616133,5.42491062
Capelle aan den IJssel,Capelle aan den IJssel,51.93041483,4.58766195
Castricum,Castricum,52.54959701,4.67222688
Coevorden,Coevorden,52.66146557,6.74095467
Cranendonck,Cranendonck,51.27412548,5.57548971
Culemborg,Culemborg,51.95702129,5.22775636
Dalfsen,Dalfsen,52.50225443,6.25690537
Dantumadiel,Dantumadiel,53.29102417,5.99504506
De Bilt,De Bilt,52.12161543,5.19653932
De Fryske Marren,De Fryske Marren,52.97040442,5.79044898
De Ronde Venen,De Ronde Venen,52.20712054,4.86671631
De Wolden,De Wolden,52.67515133,6.43112004
Delft,Delft,52.00709966,4.3560917
Den Haag,Den Haag,52.07759119,4.31663961
Den Helder,Den Helder,52.93723966,4.75324028
Deurne,Deurne,51.46365166,5.79473108
Deventer,Deventer,52.25153884,6.15653123
Diemen,Diemen,52.34163227,4.96474529
Dijk en Waard,Dijk en Waard,,
Dinkelland,Dinkelland,52.37409067,7.00516745
Doesburg,Doesburg,52.01510701,6.13371709
Doetinchem,Doetinchem,51.96304418,6.29228771
Dongen,Dongen,51.63022817,4.9366002
Dordrecht,Dordrecht,51.81194971,4.66148971
Drechterland,Drechterland,52.69516774,5.17844931
Drimmelen,Drimmelen,51.67651257,4.79533539
Dronten,Dronten,52.52373736,5.71650539
Druten,Druten,51.88865982,5.60454954
Duiven,Duiven,51.94865865,6.02474444
Echt-Susteren,Echt-Susteren,51.10270025,5.872318
Edam-Volendam,Edam-Volendam,52.5008465,5.05433445
Ede,Ede,52.04566037,5.67519801
Eemnes,Eemnes,52.24714882,5.2520804
Eemsdelta,Eemsdelta,53.32403405,6.86325988
Eersel,Eersel,51.35699139,5.31157863
Eijsden-Margraten,Eijsden-Margraten,50.8207229,5.82256808
Eindhoven,Eindhoven,51.43561044,5.48078214
Elburg,Elburg,52.44188157,5.85540399
Emmen,Emmen,52.78453706,6.89247873
Enkhuizen,Enkhuizen,52.70445852,5.29569835
Enschede,Enschede,52.22295793,6.89156916
Epe,Epe,52.3491043,5.98601464
Ermelo,Ermelo,52.30066589,5.61756802
Etten-Leur,Etten-Leur,51.56887094,4.63420163
Geertruidenberg,Geertruidenberg,51.69461811,4.87262905
Geldrop-Mierlo,Geldrop-Mierlo,51.42384026,5.56085503
Gemert-Bakel,Gemert-Bakel,51.55394488,5.68300663
Gennep,Gennep,51.70193678,5.96830123
Gilze en Rijen,Gilze en Rijen,51.59006025,4.91187523
Goeree-Overflakkee,Goeree-Overflakkee,51.75512294,4.16100789
Goes,Goes,51.49934164,3.8858298
Goirle,Goirle,51.52180131,5.06959322
Gooise Meren,Gooise Meren,52.27779557,5.1639675
Gorinchem,Gorinchem,51.83239334,4.96453147
Gouda,Gouda,52.01796927,4.70786096
Groningen,Groningen,53.21856903,6.5671962
Gulpen-Wittem,Gulpen-Wittem,50.8154818,5.88838856
Haaksbergen,Haaksbergen,52.15500988,6.74219052
Haarlem,Haarlem,52.38206175,4.62949102
Haarlemmermeer,Haarlemmermeer,52.30152054,4.69595032
Halderberge,Halderberge,51.58788965,4.53244146
Hardenberg,Hardenberg,52.57355406,6.61907184
Harderwijk,Harderwijk,52.35173144,5.62298467
Hardinxveld-Giessendam,Hardinxveld-Giessendam,51.82410195,4.8342437
Harlingen,Harlingen,53.17506609,5.41797107
Hattem,Hattem,52.47496442,6.07022057
Heemskerk,Heemskerk,52.50713314,4.67008577
Heemstede,Heemstede,52.34647699,4.61928833
Heerde,Heerde,52.38564751,6.03569305
Heerenveen,Heerenveen,52.96153824,5.92114222
Heerlen,Heerlen,50.88673432,5.97315813
Heeze-Leende,Heeze-Leende,51.37957121,5.57718848
Heiloo,Heiloo,,
Hellendoorn,Hellendoorn,52.36415521,6.46163242
Helmond,Helmond,51.47779168,5.65118438
Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,51.84475537,4.63744372
Hengelo,Hengelo,52.26590151,6.79178686
Den Bosch,Den Bosch,51.6870771,5.30294606
Het Hogeland,Het Hogeland,53.40741039,6.67289503
Heumen,Heumen,51.78101955,5.85201099
Heusden,Heusden,51.69736305,5.22281093
Hillegom,Hillegom,52.29074466,4.5793648
Hilvarenbeek,Hilvarenbeek,51.48490116,5.13532788
Hilversum,Hilversum,52.2294016,5.16920462
Hoeksche Waard,Hoeksche Waard,51.82004948,4.40635108
Hof van Twente,Hof van Twente,52.23325359,6.58497353
Hollands Kroon,Hollands Kroon,52.86150834,4.8178697
Hoogeveen,Hoogeveen,52.72616038,6.47486669
Hoorn,Hoorn,52.65542382,5.06296036
Horst aan de Maas,Horst aan de Maas,51.45418577,6.05282852
Houten,Houten,52.03445014,5.16694229
Huizen,Huizen,52.29845743,5.24216234
Hulst,Hulst,51.27968242,4.05433499
IJsselstein,IJsselstein,52.01783654,5.04019785
Kaag en Braassem,Kaag en Braassem,52.20233043,4.63130485
Kampen,Kampen,52.55152501,5.91292325
Kapelle,Kapelle,51.48623118,3.95714321
Katwijk,Katwijk,52.19934703,4.41365361
Kerkrade,Kerkrade,50.86525009,6.06200767
Koggenland,Koggenland,52.62487258,4.94827073
Krimpen aan den IJssel,Krimpen aan den IJssel,51.91409748,4.58770985
Krimpenerwaard,Krimpenerwaard,51.97271652,4.77097798
Laarbeek,Laarbeek,51.53432957,5.6331236
Land van Cuijk,Land van Cuijk,,
Landgraaf,Landgraaf,50.90484151,6.02385072
Landsmeer,Landsmeer,52.4320842,4.91558519
Lansingerland,Lansingerland,51.98157827,4.49343539
Laren,Laren,52.25583916,5.22960226
Leeuwarden,Leeuwarden,53.20239645,5.79004489
Leiden,Leiden,52.1581778,4.49122868
Leiderdorp,Leiderdorp,52.1540986,4.53811536
Leidschendam-Voorburg,Leidschendam-Voorburg,52.08616657,4.39401273
Lelystad,Lelystad,52.5075755,5.47571902
Leudal,Leudal,51.24972984,5.90598348
Leusden,Leusden,52.13026749,5.42912548
Lingewaard,Lingewaard,51.89010193,5.89504767
Lisse,Lisse,52.25796761,4.55258469
Lochem,Lochem,52.16502109,6.41571806
Loon op Zand,Loon op Zand,51.65968906,5.03263925
Lopik,Lopik,51.97193365,4.95045462
Losser,Losser,52.26284211,7.00588817
Maasdriel,Maasdriel,51.77111769,5.33772135
Maasgouw,Maasgouw,51.14744923,5.8927117
Maashorst,Maashorst,,
Maassluis,Maassluis,51.9274589,4.23877692
Maastricht,Maastricht,50.85159375,5.69357517
Medemblik,Medemblik,52.68691126,5.02817985
Meerssen,Meerssen,50.88413449,5.75388579
Meierijstad,Meierijstad,51.61416827,5.54568633
Meppel,Meppel,52.69917817,6.18840773
Middelburg,Middelburg,51.49766681,3.62458301
Midden-Delfland,Midden-Delfland,51.9800992,4.31878522
Midden-Drenthe,Midden-Drenthe,52.85980536,6.51557019
Midden-Groningen,Midden-Groningen,53.15342526,6.75714974
Moerdijk,Moerdijk,51.64191761,4.60476965
Molenlanden,Molenlanden,,
Montferland,Montferland,51.93114768,6.13405981
Montfoort,Montfoort,52.04422994,4.95050099
Mook en Middelaar,Mook en Middelaar,51.75099576,5.88115284
Neder-Betuwe,Neder-Betuwe,51.93351089,5.6301612
Nederweert,Nederweert,51.28295358,5.74935282
Nieuwegein,Nieuwegein,52.027798,5.084824
Nieuwkoop,Nieuwkoop,52.18982967,4.75935404
Nijkerk,Nijkerk,52.22654199,5.48295253
Nijmegen,Nijmegen,51.84666024,5.8659809
Nissewaard,Nissewaard,51.84809114,4.3287024
Noardeast-Fryslân,Noardeast-Fryslân,,
Noord-Beveland,Noord-Beveland,51.58501291,3.74707843
Noordenveld,Noordenveld,53.13690855,6.43359304
Noordoostpolder,Noordoostpolder,52.70971703,5.74758283
Noordwijk,Noordwijk,52.23389111,4.44877579
Nuenen c.a.,Nuenen c.a.,51.47883399,5.55328995
Nunspeet,Nunspeet,52.3770844,5.78392958
Oegstgeest,Oegstgeest,52.17816508,4.46233536
Oirschot,Oirschot,51.50392228,5.30715122
Oisterwijk,Oisterwijk,51.58090325,5.19922808
Oldambt,Oldambt,53.14437004,7.03947891
Oldebroek,Oldebroek,52.44586104,5.89965874
Oldenzaal,Oldenzaal,52.31251698,6.93045342
Olst-Wijhe,Olst-Wijhe,52.38513063,6.12949013
Ommen,Ommen,52.52563741,6.42367667
Oost Gelre,Oost Gelre,51.98809317,6.56296696
Oosterhout,Oosterhout,51.6390559,4.86173976
Ooststellingwerf,Ooststellingwerf,52.99465484,6.29398363
Oostzaan,Oostzaan,52.44058078,4.87588821
Opmeer,Opmeer,52.70635353,4.94481511
Opsterland,Opsterland,53.059163,6.07946584
Oss,Oss,51.76488531,5.52579162
Oude IJsselstreek,Oude IJsselstreek,51.87763024,6.37488735
Ouder-Amstel,Ouder-Amstel,52.29734174,4.9042783
Oudewater,Oudewater,52.02037846,4.87485723
Overbetuwe,Overbetuwe,51.91830154,5.84545225
Papendrecht,Papendrecht,51.82637253,4.68261719
Peel en Maas,Peel en Maas,51.32981371,5.97858634
Pekela,Pekela,53.10430764,7.00829378
Pijnacker-Nootdorp,Pijnacker-Nootdorp,52.01311585,4.4386197
Purmerend,Purmerend,52.50657044,4.95368542
Putten,Putten,52.26178316,5.60764789
Raalte,Raalte,52.38818205,6.27228147
Reimerswaal,Reimerswaal,51.45002778,4.03313882
Renkum,Renkum,51.98824612,5.84233674
Renswoude,Renswoude,52.07170964,5.54659164
Reusel-De Mierden,Reusel-De Mierden,51.36163355,5.16299564
Rheden,Rheden,52.01794755,6.05665696
Rhenen,Rhenen,51.9615835,5.56802579
Ridderkerk,Ridderkerk,51.871682,4.59948767
Rijssen-Holten,Rijssen-Holten,52.30736071,6.52203922
Rijswijk,Rijswijk,52.04814727,4.33006219
Roerdalen,Roerdalen,51.14191901,5.99274516
Roermond,Roermond,51.19797088,5.98625162
Roosendaal,Roosendaal,51.53564109,4.45680521
Rotterdam,Rotterdam,51.92271468,4.47916155
Rozendaal,Rozendaal,52.00797399,5.96503632
Rucphen,Rucphen,51.5388869,4.57903844
Schagen,Schagen,52.78627154,4.80067985
Scherpenzeel,Scherpenzeel,52.08143257,5.47010966
Schiedam,Schiedam,51.91808966,4.40362454
Schiermonnikoog,Schiermonnikoog,53.47889745,6.16137535
Schouwen-Duiveland,Schouwen-Duiveland,51.65394376,3.91413352
Simpelveld,Simpelveld,50.83545902,5.98438956
Sint-Michielsgestel,Sint-Michielsgestel,51.64039354,5.34713469
Sittard-Geleen,Sittard-Geleen,50.99475082,5.86902311
Sliedrecht,Sliedrecht,51.81910534,4.76876842
Sluis,Sluis,51.32603331,3.48699227
Smallingerland,Smallingerland,53.10352028,6.09693474
Soest,Soest,52.1771323,5.29402895
Someren,Someren,51.38569459,5.71403204
Son en Breugel,Son en Breugel,51.51058167,5.49146451
Stadskanaal,Stadskanaal,52.98965902,6.95486552
Staphorst,Staphorst,52.64389382,6.21060141
Stede Broec,Stede Broec,52.69625474,5.23533331
Steenbergen,Steenbergen,51.59091012,4.31523546
Steenwijkerland,Steenwijkerland,52.78299723,6.11704384
Stein,Stein,50.96830105,5.77704063
Stichtse Vecht,Stichtse Vecht,52.14457186,5.03298531
Súdwest-Fryslân,Súdwest-Fryslân,53.03250208,5.65889602
Terneuzen,Terneuzen,51.33780901,3.83047391
Terschelling,Terschelling,53.36411015,5.21698753
Texel,Texel,53.05053359,4.80280308
Teylingen,Teylingen,52.2271651,4.51870933
Tholen,Tholen,51.53234001,4.20535645
Tiel,Tiel,51.88587,5.43402734
Tilburg,Tilburg,51.56060764,5.07810532
Tubbergen,Tubbergen,52.40820916,6.78069007
Twenterand,Twenterand,52.40876602,6.62460497
Tynaarlo,Tynaarlo,53.07944622,6.5829971
Tytsjerksteradiel,Tytsjerksteradiel,53.18875815,5.99005354
Uitgeest,Uitgeest,52.52828221,4.7131655
Uithoorn,Uithoorn,52.23291342,4.8269963
Urk,Urk,52.6635999,5.60204662
Utrecht,Utrecht,52.08960137,5.10774965
Utrechtse Heuvelrug,Utrechtse Heuvelrug,52.03335226,5.34406204
Vaals,Vaals,50.7706768,6.01883726
Valkenburg aan de Geul,Valkenburg aan de Geul,50.86831661,5.83178187
Valkenswaard,Valkenswaard,51.34999527,5.46079525
Veendam,Veendam,,
Veenendaal,Veenendaal,52.02375405,5.55751799
Veere,Veere,51.55952873,3.50117096
Veldhoven,Veldhoven,51.42102421,5.40475716
Velsen,Velsen,52.46089676,4.62419328
Venlo,Venlo,51.36728567,6.16417377
Venray,Venray,51.52899427,5.97622889
Vijfheerenlanden,Vijfheerenlanden,51.9949893,5.09234324
Vlaardingen,Vlaardingen,51.90813195,4.34120745
Vlieland,Vlieland,53.29501575,5.06553339
Vlissingen,Vlissingen,51.44806163,3.56947492
Voerendaal,Voerendaal,50.87925283,5.93017423
Voorne aan Zee,Voorne aan Zee,51.82358117,4.13003114
Voorschoten,Voorschoten,52.12720652,4.44875342
Voorst,Voorst,52.23668166,6.1097025
Vught,Vught,51.6566515,5.2992281
Waadhoeke,Waadhoeke,53.18480873,5.5317757
Waalre,Waalre,51.39176541,5.4614662
Waalwijk,Waalwijk,51.69185161,5.06595634
Waddinxveen,Waddinxveen,52.04417044,4.65549319
Wageningen,Wageningen,51.96449853,5.6633273
Wassenaar,Wassenaar,52.14561582,4.39850252
Waterland,Waterland,52.45438222,5.03737112
Weert,Weert,51.25121374,5.7039167
West Betuwe,West Betuwe,51.88184159,5.28203636
West Maas en Waal,West Maas en Waal,51.88368444,5.51745458
Westerkwartier,Westerkwartier,53.24898581,6.40683558
Westerveld,Westerveld,52.85894379,6.30960406
Westervoort,Westervoort,51.96304642,5.96765406
Westerwolde,Westerwolde,53.06899952,7.07115412
Westland,Westland,51.99397258,4.21097043
Weststellingwerf,Weststellingwerf,52.87626424,6.00612955
Wierden,Wierden,52.35563333,6.59282801
Wijchen,Wijchen,51.80845401,5.73063717
Wijdemeren,Wijdemeren,52.20793874,5.14055044
Wijk bij Duurstede,Wijk bij Duurstede,51.97524706,5.34143203
Winterswijk,Winterswijk,51.96868161,6.71549997
Woensdrecht,Woensdrecht,51.42316976,4.32593411
Woerden,Woerden,52.07904388,4.88867037
Wormerland,Wormerland,52.49015361,4.80851876
Woudenberg,Woudenberg,52.0813078,5.41480524
Zaanstad,Zaanstad,52.43844098,4.81460069
Zaltbommel,Zaltbommel,51.79936644,5.25704691
Zandvoort,Zandvoort,52.37260547,4.52923786
Zeewolde,Zeewolde,52.33175815,5.54466458
Zeist,Zeist,52.08238085,5.23896827
Zevenaar,Zevenaar,51.92419443,6.07504605
Zoetermeer,Zoetermeer,52.06073737,4.49290226
Zoeterwoude,Zoeterwoude,52.12538764,4.49809435
Zuidplas,Zuidplas,51.96786578,4.61695443
Zundert,Zundert,51.47292269,4.66448847
Zutphen,Zutphen,52.13999395,6.19475319
Zwartewaterland,Zwartewaterland,52.5920604,6.09585327
Zwijndrecht,Zwijndrecht,51.81788323,4.64713918
Zwolle,Zwolle,52.50307251,6.0909244
Aa en Hunze,Amen,53.00479338,6.76022075
Aa en Hunze,Anderen,53.00479338,6.76022075
Aa en Hunze,Anloo,53.00479338,6.76022075
Aa en Hunze,Annen,53.00479338,6.76022075
Aa en Hunze,Annerveenschekanaal,53.00479338,6.76022075
Aa en Hunze,Balloerveld,53.00479338,6.76022075
Aa en Hunze,Balloo,53.00479338,6.76022075
Aa en Hunze,Deurze,53.00479338,6.76022075
Aa en Hunze,Eext,53.00479338,6.76022075
Aa en Hunze,Eexterveen,53.00479338,6.76022075
Aa en Hunze,Eexterveenschekanaal,53.00479338,6.76022075
Aa en Hunze,Eexterzandvoort,53.00479338,6.76022075
Aa en Hunze,Ekehaar,53.00479338,6.76022075
Aa en Hunze,Eldersloo,53.00479338,6.76022075
Aa en Hunze,Eleveld,53.00479338,6.76022075
Aa en Hunze,Gasselte,53.00479338,6.76022075
Aa en Hunze,Gasselternijveen,53.00479338,6.76022075
Aa en Hunze,Gasselternijveenschemond,53.00479338,6.76022075
Aa en Hunze,Gasteren,53.00479338,6.76022075
Aa en Hunze,Geelbroek,53.00479338,6.76022075
Aa en Hunze,Gieten,53.00479338,6.76022075
Aa en Hunze,Gieterveen,53.00479338,6.76022075
Aa en Hunze,Grolloo,53.00479338,6.76022075
Aa en Hunze,Marwijksoord,53.00479338,6.76022075
Aa en Hunze,Nieuw Annerveen,53.00479338,6.76022075
Aa en Hunze,Nieuwediep,53.00479338,6.76022075
Aa en Hunze,Nijlande,53.00479338,6.76022075
Aa en Hunze,Nooitgedacht,53.00479338,6.76022075
Aa en Hunze,Oud Annerveen,53.00479338,6.76022075
Aa en Hunze,Papenvoort,53.00479338,6.76022075
Aa en Hunze,Rolde,53.00479338,6.76022075
Aa en Hunze,Schipborg,53.00479338,6.76022075
Aa en Hunze,Schoonloo,53.00479338,6.76022075
Aa en Hunze,Spijkerboor DR,53.00479338,6.76022075
Aa en Hunze,Vredenheim,53.00479338,6.76022075
Aalsmeer,Aalsmeer,52.26706291,4.75031522
Aalsmeer,Kudelstaart,52.26706291,4.75031522
Aalten,Aalten,51.92598703,6.5826625
Aalten,Bredevoort,51.92598703,6.5826625
Aalten,De Heurne,51.92598703,6.5826625
Aalten,Dinxperlo,51.92598703,6.5826625
Achtkarspelen,Augustinusga,53.25549633,6.14316759
Achtkarspelen,Boelenslaan,53.25549633,6.14316759
Achtkarspelen,Buitenpost,53.25549633,6.14316759
Achtkarspelen,Drogeham,53.25549633,6.14316759
Achtkarspelen,Gerkesklooster,53.25549633,6.14316759
Achtkarspelen,Harkema,53.25549633,6.14316759
Achtkarspelen,Kootstertille,53.25549633,6.14316759
Achtkarspelen,Stroobos,53.25549633,6.14316759
Achtkarspelen,Surhuisterveen,53.25549633,6.14316759
Achtkarspelen,Surhuizum,53.25549633,6.14316759
Achtkarspelen,Twijzel,53.25549633,6.14316759
Achtkarspelen,Twijzelerheide,53.25549633,6.14316759
Alblasserdam,Alblasserdam,51.86160378,4.65801057
Albrandswaard,Poortugaal,51.86088914,4.39400437
Albrandswaard,Rhoon,51.86088914,4.39400437
Albrandswaard,Rotterdam-Albrandswaard,51.86088914,4.39400437
Alkmaar,Alkmaar,52.63536462,4.7461302
Alkmaar,De Rijp,52.63536462,4.7461302
Alkmaar,Driehuizen,52.63536462,4.7461302
Alkmaar,Graft,52.63536462,4.7461302
Alkmaar,Grootschermer,52.63536462,4.7461302
Alkmaar,Koedijk,52.63536462,4.7461302
Alkmaar,Markenbinnen,52.63536462,4.7461302
Alkmaar,Noordeinde NH,52.63536462,4.7461302
Alkmaar,Oost-Graftdijk,52.63536462,4.7461302
Alkmaar,Oterleek,52.63536462,4.7461302
Alkmaar,Oudorp,52.63536462,4.7461302
Alkmaar,Schermerhorn,52.63536462,4.7461302
Alkmaar,Starnmeer,52.63536462,4.7461302
Alkmaar,Stompetoren,52.63536462,4.7461302
Alkmaar,Ursem,52.63536462,4.7461302
Alkmaar,West-Graftdijk,52.63536462,4.7461302
Alkmaar,Zuidschermer,52.63536462,4.7461302
Almelo,Aadorp,52.35722017,6.65928678
Almelo,Almelo,52.35722017,6.65928678
Almelo,Bornerbroek,52.35722017,6.65928678
Almere,Almere,52.37170651,5.22161002
Alphen aan den Rijn,Aarlanderveen,52.12928954,4.65951485
Alphen aan den Rijn,Alphen aan den Rijn,52.12928954,4.65951485
Alphen aan den Rijn,Benthuizen,52.12928954,4.65951485
Alphen aan den Rijn,Boskoop,52.12928954,4.65951485
Alphen aan den Rijn,Hazerswoude-Dorp,52.12928954,4.65951485
Alphen aan den Rijn,Hazerswoude-Rijndijk,52.12928954,4.65951485
Alphen aan den Rijn,Koudekerk aan den Rijn,52.12928954,4.65951485
Alphen aan den Rijn,Zwammerdam,52.12928954,4.65951485
Alphen-Chaam,Alphen NB,51.48298782,4.95473616
Alphen-Chaam,Bavel Ac,51.48298782,4.95473616
Alphen-Chaam,Chaam,51.48298782,4.95473616
Alphen-Chaam,Galder,51.48298782,4.95473616
Alphen-Chaam,Strijbeek,51.48298782,4.95473616
Alphen-Chaam,Ulvenhout Ac,51.48298782,4.95473616
Altena,Almkerk,51.77085134,4.93960317
Altena,Andel,51.77085134,4.93960317
Altena,Babylonienbroek,51.77085134,4.93960317
Altena,Drongelen,51.77085134,4.93960317
Altena,Dussen,51.77085134,4.93960317
Altena,Eethen,51.77085134,4.93960317
Altena,Genderen,51.77085134,4.93960317
Altena,Giessen,51.77085134,4.93960317
Altena,Hank,51.77085134,4.93960317
Altena,Meeuwen,51.77085134,4.93960317
Altena,Nieuwendijk,51.77085134,4.93960317
Altena,Rijswijk NB,51.77085134,4.93960317
Altena,Sleeuwijk,51.77085134,4.93960317
Altena,Uitwijk,51.77085134,4.93960317
Altena,Veen,51.77085134,4.93960317
Altena,Waardhuizen,51.77085134,4.93960317
Altena,Werkendam,51.77085134,4.93960317
Altena,Wijk en Aalburg,51.77085134,4.93960317
Altena,Woudrichem,51.77085134,4.93960317
Ameland,Ballum,53.44149463,5.68754272
Ameland,Buren FR,53.44149463,5.68754272
Ameland,Hollum,53.44149463,5.68754272
Ameland,Nes Gem Ameland,53.44149463,5.68754272
Amersfoort,Amersfoort,,
Amersfoort,Hoogland,,
Amersfoort,Hooglanderveen,,
Amersfoort,Stoutenburg Noord,,
Amstelveen,Amstelveen,52.30205442,4.84374245
Amsterdam,Amsterdam,52.3676456,4.90016554
Amsterdam,Weesp,52.3676456,4.90016554
Apeldoorn,Apeldoorn,52.21575579,5.96394125
Apeldoorn,Beekbergen,52.21575579,5.96394125
Apeldoorn,Beemte Broekland,52.21575579,5.96394125
Apeldoorn,Hoenderloo,52.21575579,5.96394125
Apeldoorn,Hoog Soeren,52.21575579,5.96394125
Apeldoorn,Klarenbeek,52.21575579,5.96394125
Apeldoorn,Lieren,52.21575579,5.96394125
Apeldoorn,Loenen,52.21575579,5.96394125
Apeldoorn,Radio Kootwijk,52.21575579,5.96394125
Apeldoorn,Uddel,52.21575579,5.96394125
Apeldoorn,Ugchelen,52.21575579,5.96394125
Apeldoorn,Wenum Wiesel,52.21575579,5.96394125
Arnhem,Arnhem,51.97934657,5.91104524
Assen,Assen,52.99463641,6.56506716
Assen,Loon,52.99463641,6.56506716
Assen,Rhee,52.99463641,6.56506716
Assen,Ter Aard,52.99463641,6.56506716
Assen,Ubbena,52.99463641,6.56506716
Assen,Zeijerveen,52.99463641,6.56506716
Assen,Zeijerveld,52.99463641,6.56506716
Asten,Asten,51.40386808,5.74523324
Asten,Heusden Gem Asten,51.40386808,5.74523324
Asten,Ommel,51.40386808,5.74523324
Baarle-Nassau,Baarle-Nassau,51.44339018,4.93058736
Baarle-Nassau,Castelre,51.44339018,4.93058736
Baarle-Nassau,Ulicoten,51.44339018,4.93058736
Baarn,Baarn,52.21102943,5.29166401
Baarn,Lage Vuursche,52.21102943,5.29166401
Barendrecht,Barendrecht,51.85674328,4.53925766
Barneveld,Achterveld,52.13977826,5.58637753
Barneveld,Barneveld,52.13977826,5.58637753
Barneveld,De Glind,52.13977826,5.58637753
Barneveld,Garderen,52.13977826,5.58637753
Barneveld,Kootwijk,52.13977826,5.58637753
Barneveld,Kootwijkerbroek,52.13977826,5.58637753
Barneveld,Stroe,52.13977826,5.58637753
Barneveld,Terschuur,52.13977826,5.58637753
Barneveld,Voorthuizen,52.13977826,5.58637753
Barneveld,Zwartebroek,52.13977826,5.58637753
Beek,Beek LB,50.93910295,5.79449594
Beek,Maastricht-Airport,50.93910295,5.79449594
Beek,Spaubeek,50.93910295,5.79449594
Beekdaelen,Amstenrade,50.91890624,5.88705686
Beekdaelen,Bingelrade,50.91890624,5.88705686
Beekdaelen,Doenrade,50.91890624,5.88705686
Beekdaelen,Hulsberg,50.91890624,5.88705686
Beekdaelen,Jabeek,50.91890624,5.88705686
Beekdaelen,Merkelbeek,50.91890624,5.88705686
Beekdaelen,Nuth,50.91890624,5.88705686
Beekdaelen,Oirsbeek,50.91890624,5.88705686
Beekdaelen,Puth,50.91890624,5.88705686
Beekdaelen,Schimmert,50.91890624,5.88705686
Beekdaelen,Schinnen,50.91890624,5.88705686
Beekdaelen,Schinveld,50.91890624,5.88705686
Beekdaelen,Sweikhuizen,50.91890624,5.88705686
Beekdaelen,Wijnandsrade,50.91890624,5.88705686
Beesel,Beesel,51.28376916,6.07738437
Beesel,Reuver,51.28376916,6.07738437
Berg en Dal,Beek Gem Berg en Dal,51.77747612,5.93240188
Berg en Dal,Berg en Dal,51.77747612,5.93240188
Berg en Dal,Erlecom,51.77747612,5.93240188
Berg en Dal,Groesbeek,51.77747612,5.93240188
Berg en Dal,Heilig Landstichting,51.77747612,5.93240188
Berg en Dal,Kekerdom,51.77747612,5.93240188
Berg en Dal,Leuth,51.77747612,5.93240188
Berg en Dal,Millingen aan de Rijn,51.77747612,5.93240188
Berg en Dal,Ooij,51.77747612,5.93240188
Berg en Dal,Persingen,51.77747612,5.93240188
Berg en Dal,Ubbergen,51.77747612,5.93240188
Bergeijk,Bergeijk,51.32042793,5.35767627
Bergeijk,Luyksgestel,51.32042793,5.35767627
Bergeijk,Riethoven,51.32042793,5.35767627
Bergeijk,Westerhoven,51.32042793,5.35767627
Bergen (L),Afferden LB,51.60306992,6.0494255
